class,tweet
0,@KiaraJaye yay  sorry I couldn't come love
0,ohh.. without time &quot;/ is like when you don't have anytime 4 doin' your favorite hobbies. These things will change 
0,Will there really be more third party maps for L4D? I can't wait! I love last stand the most so far 
0,loving this  ? http://blip.fm/~78r07
0,hey! cnung may multi? comment kau http://tinyurl.com/n4hztp (dito) puh-lease!  http://plurk.com/p/wxmut
0,Reading comments..  Cool.
0,@leslieforman the mushrooms just rocked last night! chek out my pix w/em http://twitpic.com/663rc and http://twitpic.com/663jp 
0,Looking at the moon and making out with tree 
0,Anyone else waiting for information on Mad Men?? here it is  http://bit.ly/os1Rt via @addthis
0,"@toughIQ sorry, there won't be any tweets from london. i will report when i am back home "
0,sitting here reading twitter instead of going back to uni 
0,Great new song from my sister linnimeister   http://bit.ly/avRbr 
0,@Babygiftcompany Hi Priscilla thanks for the retweet 
0,@caleblin oh dang. what happened? glad you're alive! 
0,@ddlovato i liked get back part 2 but here we go again will work just fine. 
0,it's over! like teen girl squad &amp; just realized other things goin' on  
0,@theDebbyRyan that quote means a lot; its like finding the best feature of a bad situation- there's always at least one out there 
0,@grourk They don't have them yet  This will have to do for now: http://tinyurl.com/lh2p3g
0,"the expression is &quot;over my dead body&quot;. i remembered because of that movie, &quot;over her dead body&quot;. eva longoria and paul rudd...?  whatever!"
0,"@jessicaatran @NeverSayNicole Hahaha!! That's hilarious  Yeah I have a Blackberry, but I haven't gotten it yet! Does it cost money?"
0,@lexia Hello world too 
0,@ddlovato cooL iL be waiting for it  
0,highlight of my  day! 
0,@LisaMurray thanks Lisa!!!  btw you did a great thing today with that dog. goodnight! 
0,@MzRaYrAe why i gotta be a loser helment lol i mean my beautiful buddy with a nice smile 
0,"i love lyrics that make me feel so alive, lyrics that make me get lost in a world where nothing matters, only me and the music "
0,wants to hear YOU scream... for any 'ol reason.    (via @cockpitrocks) cuz I'm in the jungle?
0,@DeezyG hard at times but I won't. 
0,"@Cronotriggers Stop because you still have one more Mad Max movie to watch, Beyond Thunderdome! "
0,@ddlovato Awesome  Can't wait to buy the new album &amp; watch the video!!!
0,im awake Marcus  @pleasurep
0,@Leoyu0215 Leo processing.. Give me a little bit more time is ok.. becoz Im doing other logos too haha 
0,gOOd mOrNinG 
0,@nekromistress go Ally  
0,@jessicalhamon we can borrow a tenth of your spf and we will be good.  heather's comment
0,is the one with the cool phone 
0,@ddlovato I'm so excited! I can't wait! Please say hi to me and @patriciaco 
0,have a good weekend everyone! I'm off to &quot;Foreign Beer Friday&quot; to wind down after a full on &quot;Dress Differently Day&quot; 
0,@ddlovato: Yay can't wait 2 hear it... 
0,excited about the girls night out tonight with Corinne and Laura to my boys club 
0,Finally going to get some rest.  Night twittle stars!
0,Waiting in the sun for the train to arrive with a cup of coffee.. 
0,@emilyaturner I had the daisy logo on the back of a jacket and on the speakers of a ghetto blaster :-| It saved me from being a goth 
0,@Blairxx Blair that was so sweet to do that for her! I was one of those 1000 
0,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year 
0,@theassest I'm sensing some unresolved hostility issues from you. Let Dr Phil help .... 
0,#followfriday @addersop - for the discussional merits of English vs Spanish football and team tribalism 
0,"@Toy_Fiend The 'Green Honet' is the best Bruce Lee ENTERBAY ever made. Keep your eyes on it, better to have one of it. "
0,"I wish my life was a little bit more interesting so i could right better blogs on twitter hahaha, i wish it was like a roller coaster "
0,watching family guy 
0,"Have been up for two hours now and am completely boreddd, "
0,"@jilldyche take omeprrazole an half-hour before eating the cake, nightly on both. Fix you right up "
0,"@Col_RFTL Hello, how are you? I've not seen you about "
0,"Starting to get ready for Social Media Presentation in Springfield Oregon on June 23. Heck, three weeks should be enought time to prepare "
0,i used so much hairspray today that its exactly the same it was 5 hrs ago  MORE HAIRSPRAY THN I USED AT SWAY SWAY FILMING ON EVERYONE! lol
0,yay! out of shower without the attacking of robots. 
0,@simplydance well you should talk to me 
0,@kenbakernow is just about the coolest guy I know!!  Thanks kenny!
0,alesha's party tomorrow night 
0,Just got mail from greece. With shells in it. Feels so like holidays 
0,finally ! im done reading ... 
0,@justads I agree. 
0,@ramblingwebgirl time for some record breaking on Flight Control!... get well 
0,Drank milk and paid for it. I'll be a good girl and drink soy. For the sake of the tummy!!!  Hi Bones Fandom!!!!
0,@SmashingPumpkin Why don't try with Cherub Rock or The Everlasting Gaze 
0,@brianlogandales hahah why? its sounded like something out of the acme cartoons lol. kiss john for me 
0,@tahitianmom moving this weekend bought my sectional today!! So excited thank you so muc for the tbl mama your sons cooking dinn for moi 
0,@recamel 10 types of cheeses? Looooove that. I want!!!   And I am watching that movie right now 
0,Someone came in my room and asked me if I was a girl or guy....I laughed 
0,@barefoottomboy Awesome  walked past the vvv popular skate park in my town that my sister successfully campaigned for yesterday 
0,@LeighAnnMol Let me know what you think of your Getz... I just got myself one 
0,why was the tomato blushing? because he saww the salad dressing. hahahaa. that never gets olddd for mehh 
0,@dawnmcwilliams sorrrry im back 
0,"@calvinharris hey calvin harris, can you do a shout out to me, the names olivia natasha pleaase  thanks!"
0,"@IAMACEHOOD GET IT HOOD BOY, I RIDE OR DIE FOR YA MUSIC ANYDAY! "
0,@KenishaBritt you need a good hot cup of Ganol Excel mocha. 
0,@davetesh nothing much. You? 
0,"@Alyssa_Milano Hello Alyssa, I'd love to see some of your photography, do you have a site with any of your work? What do you shoot with? "
0,"@AnoopDoggDesai erm, i've no idea what you are talking about  explain?"
0,@KonWL Yeah..I can see that..so I guess your utilizing your writing abilities to the fullest..hehe..good luck on that 
0,"I am SOO procrastinating. Only did part of my hw that is due 2mor0, and its 5% of my grade. But I had fun with 2 friends today. "
0,Tomorrow lakers will finish the series  gonna start to use facebook often!
0,"@jfnord i've already signed on to help, if there's a case, i have the papers.. "
0,Mamataji at her best........http://bit.ly/KAdmL .... i like her for this 
0,@kplicanic when are your scc classes...I guess I could just go look it up online #imtoolazy 
0,oh hai friday  i didn't hear you come in.
0,@jodinescorner  thank you Jodine. How are you tonight? Did I ever send you the EP?
0,SO EXCITED to dress ULTRA 80'S FOR SET TOMORROW!!!! OOOOOOhhhh the make-up ideas I am getting 
0,"Excited for my first live wifi battle in a long time, tomorrow. "
0,Thank you @vegankitten for your donation to our TipJoy!  http://tipjoy.com/joy/237330/
0,i guess malibu will do  hmm do i like this boy?? should i hook his heart?
0,"@ddlovato and soon will be never haha jk, well I'm off to bed like @jennettemccurdy said &quot;going to bed. gotta wake up early.&quot; "
0,@NicBall I don't remember lol. Ill ask you tomorrow 
0,@iFelixGonzalez ill let you know when a mermaid comes in my room and tells me how to find the map to Jurassic park  then you know 
0,@ducas gives @jstangroome an easy win with Chicago - the only musical @jstangroome knows. 
0,well i'm glad youre safe boo. 
0,"Got a nice muscle soreness from the past days in the fitness studio. But hey, today is refeed day "
0,"So, I'm gonna start lookin for a job so I can actually get a computer back in my room "
0,"He is here, and I am so glad. "
0,Morning! Off to the library for more revision. Only 5 days left of all this exam malarkey! 
0,@tenelilli I know! This is one of my all-time faves. 
0,@Kennishahill Yeah...no work tomorrow...Why not? 
0,@anninaustin We'll definitely take care of our Austin followers  #extract
0,"Evony, movie, soccer, CS again movie wow thats life "
0,wanna be famous...i want something to do when I'm bored!and have a lot of followers  i update too much..that's a problem u can't fix!
0,@Bubbles86 I seriously think my dogs do this too. It's like if they keep trying something magical will happen but sometimes it's cute 
0,watching the live chat...haha yer not really live nemore 
0,Woke to a beautiful morning  now going paddling to the sea. Perfect.
0,RB@co3z Grindmode was first thats the first..&quot; &lt;thanks for the info  It's amazing how many times things get o... ? http://blip.fm/~78r39
0,"Also, I may have just had the worlds most satisfying nap "
0,thinks it would be beneficial for @bendbulletin to actually utilize their account  imagine dedicating effort to a medium that isn't dying.
0,"Good nite/morn, all!  Hope UR #FollowFriday is productive!  Until tomorrow, Cheers and many happy tweets!  "
0,Nothing like waking up to happy thoughts and looking forward to the day turning out to be great  good morning one and all!
0,@THA_GODDESS chilen waitin on my phone call 
0,on the way to lapiz . going to eat and gossips 
0,@snookie because you're followable. Halah. 
0,Repo rate dropped by 100 basis points yesterday. Awesome 
0,Hey everybody....I'm new  
0,@JBeauty you look amazing in your myspace default pic jb 
0,One High Five  http://twitpic.com/663xi
0,Laughing at:&quot;You know what will happen&quot; http://tr.im/mJfH priceless 
0,"heard an amazing band tonight at open mic night! Waldon Lane! They will be back next week, ya'll should come out and take a listen. "
0,DUDE.. that last post was exactly 140 characters long! Now that's something 
0,@pd1001 not bad mate. An preparing todays weather report 
0,"Nite folk, I only got 4 hours of sleep last night, so I might sleep before @jimmyfallon is over.. maybe "
0,@DreamyObsession SOMEONE agrees.  Lol thanks
0,"@naughtymutt No I can't either its gone so quick, glad the music did the trick  I'm on my second cup of tea "
0,Wooo about to watch the movie &quot;UP&quot; 
0,good night everyone 
0,@_catherine loool of moet je werken  maybe we'll meet then 
0,http://twitpic.com/663xq - I love these. I killed em today 
0,@calvinharris i find a cuppa hot water helps the loogies out... and we all know somethings are better out than in  enjoy Dooobai.
0,"Sydney - Holden - Commodore - 1992 - $1,600  - new ad received and will be posted on the HCC site soon "
0,"@xTasx: i'd love to see it  after it all, i think i could use the francisca goya :p"
0,"@meredithdavis Aww. Well, if there's anything I could do to help, just tell me. "
0,Ready to go back to the condo.... But  now wants to go on the ziplines 
0,http://twitpic.com/663xt - golfing on the course in the backyard 
0,@benfloro a communication revolution  - hmmmm not sure any of the *engineers* will be at drinks tonight
0,"@mynameisgay sure, evn tho im the dick crap  of yo life.  love you"
0,@AlexisssO_O did u see granny smack down 
0,@irokkori thanks for the retweet 
0,"@ryohakkai it's just stick figures, its s'posed to suck! I guess, since he's actually in an official strip. Just draw a bald stick figure "
0,Just finished practice... we are trying to figure out what songs to play for a 45 min set... so many good ones to choose from 
0,BUT I DONT! soooo ill post a vid on my facebook and dance 4 myself 
0,"i finally finished the little prince, soo good "
0,"@AnoopDoggDesai Hey,Anoop! Hows it goin?  *~ Whit ~*"
0,@blak4ever I'll sure try!!  It's gonna be my second @ddlovato concert in a little over a month! (I went to the one in Argentina on May 21)
0,Ascension to the next realm of existence could very much sound like this song  ? http://blip.fm/~78r3q
0,@AnoopDoggDesai I love that show! LOL. And I love you too! Please say hi to me. 
0,"@LossAngeles ya, a very different time. "
0,@MrsSOsbourne Welcome!!!!!!!! Glad to see she convinced you  Hope to see some interesting tweets.    Take care!!!
0,@fartingpen hmmmmm.... looks like they are taking you handle in some other sense ... 
0,@nine22 people always bitch at me for drinking out of cans but see no glass in my can 
0,@Timbit83 ohhh you have less than 8 hours before getting off? yay yay ! 
0,awesome thunder storm last night!!! loved it 
0,Just blogged: DRY using LINQ &amp; Delegates  http://is.gd/IMZ4
0,41 followers  xxxxxxxxxx  thanks guys 
0,"if I could fit a Kym Marsh reference in there too, I'm sure @bommy would be happy with that "
0,@NerdwithSwag love it man (The Astronotes Track). Thanks for sharing 
0,Thinking of coming along so it may be a fun time for all 
0,"time for bed, SO close to finishing school work "
0,becoming enraptured by the sights and sounds. Come along with me and take it all in....V.M. 
0,"@b50 maaf karo bhagwaan! . like i said, i din see any other info on it on twitter. if u r going beyond twitter, thats great! m with u! "
0,@ankitbathija Oiye sahib ji! Coolin... just about to wrap it before the Friday #frenzies begin 
0,@Bloss90 that is funny  and cool! 
0,Hello  the sun is shining and it smells fresh bread 
0,"@CrazyCaptainKey Worst, or best?  ow my everything hurts from laughing"
0,Going to see the 9:15pm screening of Adventureland tonight. 
0,@nathalie88 Alone at home too ;) Eating cereals and watching videoclips on TV. Atm: Coldplay's Life in technicolor II yeah 
0,"@ work bored, tired, and horny "
0,"@joobs Font size you are right, but the client is always right, so we had to go with his decision this time. "
0,"I love sitting around Jess' room just singing, talking and laughing "
0,"@Ivryblak i never been, but i plan on living there once my career takes off "
0,eating combos with my cousins  love pizza flavored combos
0,@DPeezy702 http://twitpic.com/663gr - I see yu. 
0,@markhoppus I'm a big fan of asking for haikus. Its been a fun social experiment to say the least 
0,@SassPantsXx omg don't say that. i know my music selection sucks. but at least i don't listen to nickelback. 
0,Pshh. keith fell asleep. dork. we were in a good conversation too. oh well. i love you babe 
0,I love how my energy affects other people 
0,@Yonathan_ Thank you - and good morning!   #followfriday
0,Today POETS day: piss off early tomorrow saturday 
0,"is kickin it with Samantha Gooberz, Princess Briana, and my wicked sick broski &lt;3 and i hate my life "
0,"@wildpeeta I have yet to have a peeta s'wich better than the ones at l'As du Fallafel in le Marais, Paris. When do we get to try yours? "
0,Well fuck... I work at 8 AM. It's 2:34... I still have to drive Josh home and I've been drinking. Poop. But Florida after that!!!   !!
0,@JustDaria kk! if you say so! 
0,"@crusaderz4life thank you, there is much more to come I am in it now for the rest of my life somehow  I do a lot, sometimes"
0,Chicken and waffles!!!  Quickly becoming my favorite meal I think!
0,"Mmk i lied. But if you could sell your soul to the devil, what would you want in return? Think about it. "
0,"FOUR more days until my vacation from work! I don't care where I go, or what I do so long as I'm away from my job.  #fb"
0,@KrisAllenmusic Wow! Hi Kris!Hope you get to tour in the Phils! 
0,@EricIsiah  whatcha still doing up?
0,"Good morning everyone back to work, after my few days off "
0,@djtyrant Thank you very much 
0,@damjanov aww hehe.. drop us a line when you are up here again 
0,"@phollows excellent, thanks for the tip "
0,@kort030 kk please let me know what you deciede  im getting excited jus thinking about it 
0,@kpnang What's your PE?? 
0,@ClareBowditch the discovery of  tim minchin  two child friendly songs - 'canvas bags' and 'its mine' 
0,Morning all! @GMTV they had Strike from last years #BGT.. still HOT  mmm remembering those abs! GOOD MORNING ALL! &amp; HAPPY FRIDAY! 
0,"Every day, I keep the faith, work hard, exercise determination, and maintain perseverence. "
0,"@HudgensPersonal um, are you still answering some questions from your fans?  hope you would!"
0,@jazlovesboo if the app goes through I'll only be gone a couple of months! 
0,@shaycarl Have a safe trip! 
0,Aight...Victor's calling. Gotta go. Have a g'night. Love y'all!! 
0,If your workout is in need of revamping get personal trainer with the experts at pump 24 or join the xgt program starting June 1st! 
0,i need my 90210 fix before i can start on homework! Hurry and finish downloading plz! and am waiting for merlin to download too  yey. TV!!
0,have a great last day of studying 
0,Looking forward to the movie New Moon.I was just watching interviews about it and I can't wait for it to come out in November  
0,oh my gawd i can add a background image to my twitter? oh how i shall abuse this 
0,@pleasurep lol.. Well im up.. You can Keep Me company!! 
0,@perpetualspiral lol well I did the appt for my own sanity and just make sure the boobs are okay lol. Have a goodnight and sleep well 
0,I'm gonna see UP tomorrow with Sarah Woohoo!. Goodnight 
0,@anoopan nice...you are seeing the reality  Good Afternoon
0,finally got a new phone 
0,biked for an hour..ate a sang witch .. took a shower.. feels good 
0,"@nopattern merzbow's nice,good for work. did you give lamb of god's latest album a listen? seen you talking about gojira the other day "
0,starting off with a cougar (bourbon) on the rocks 
0,"@die_markeza maybe if I put some vodka  in the coffee, it will create a mix of wanting to sleep and wanting to do something "
0,@ddlovato EEEP! cannot wait! must. have. your. cd. now! 
0,oh and ellora's cookies is seriously.. AMAZINGG. best everr  back to himym
0,going out 
0,@chickthatbeads beautiful weather? ya 10pm at night ... 
0,@ninacruz927 @sandrapena @antdog ...soooo you are saying she had fair warning...hey...times are tuff 
0,@MITM4EFresno YAY! Thank you guys for all of your hard work! 
0,@cocotteloup yep! thank god 
0,Been rushing. Off to school. Will take my picture for the ID 
0,"@CyberEmma Funny, it's the middle of the night here. How did that happen? Oh, right...geometry.  "
0,I'M HOME!!! and loving it! Can't wait for this weekend!!! Palm Springs baby 
0,"@MrTweet_Alert - thank you kindly, such a sweet tweet! "
0,walked all the way to Bukit Bintang during lunch time to get a foot rub... 
0,@silverwind: from peta? DL at home 
0,"Overslept, ran out of hair wax, but I'm still happy  Morning All!"
0,@xivyy sure thing  added back~
0,Going to bed.  tomorrow should be great! Games are so much fun
0,@misterdevans haha! No worries. We drove to Folkestone and ten drove our car straight onto the train. It really is easy 
0,is off to bed - before midnight! - is that really possible? I guess so 
0,"@poinktoinkdoink @-) Oh really? You can call me tomorrow, since it's Friday.   Call Carmel too."
0,"I have just connected my PC to the internet via 3G on my phone, now that's pretty cool "
0,@vk2422 Thanks for the computer help!  Next time you guys need to come over earlier. Drive safe!
0,@midnightstories Oh..this is great!  and I love the humor!  
0,@spazquest Eric I think that was before you were born! LOL!  d3
0,I think i need a cappie in my life 
0,"@emyn Haha, really? Sure, consider it on its way. "
0,@aleshacal im greattt  missing you to bits. and of course still keeping with the large-ness. just for you!
0,@JustinKing Nice.  The aim is Max Brenner at 10:30am.  A few guys are confirmed and a few are 'yeh maybe'.  Coffee is coffee but  yum
0,"@taratomes I'm with you on that one, honey "
0,@nicksohiogirl I love that one! 
0,english exam today .. boring ! eating cookies though and that's yummie ^^ follow me 
0,I am going to sleep now 
0,what a lovely day 
0,"@Its_Claire Thanks! Missed you , so glad to see you again "
0,waiting for the Panthers to kick arse over the Dargons!!! 
0,"just woke up,it's nice to see @jammymusician 's yellow gummy bear is back!  (btw frappuccino Blended Cr�me)"
0,@ImNickArmstrong You're hilarious   Great job tonight!
0,"@EmmaK67 Morning. Just a wee reminder that you're on Market Kitchen today at 7pm &amp; 10pm, then repeated tmrw at 8am, 12.30pm and 4pm. "
0,"@manthedan trader joe's has the BEST snacks. you should try the freeze dried bananas, too! so much healthier than regular banana chips "
0,it's friday and the weather is beautiful in Randers (Denmark)!.. We should go out for a beer later on 
0,"Oh iPhone, how I love thee...let me count the ways!  @therealsecret @iphonetalktoday"
0,@a_neeters yes ma'am  we'll be back in time for skandal.
0,@shellybellyx09 you will feel better soon 
0,"had a very funny/interesting drive, an amazing dinner and the love of her two best friends tonight! Yay for Koby being back "
0,glad the weekends nearly here... hope the weather forecast is right cos it looks like wall to wall sun 
0,@Ry_MightyBoosh usual internet stuff 
0,"@MrsSOsbourne Woah, I was your first follower lol.. Follow me  J x"
0,@ElisKay  not a difficult choice 
0,@BrodyJenner been there...you'll have fun  have a safe flight!
0,Foreign language now.. This is gonna be boring. But at least i can tweet now 
0,Nienie. Very happy that demis cd come out the day before my birthday  &lt;3
0,@BustaBusta good stuff thanks for the help etc we got some good teamwork going on 
0,@milaaaaycyrusss well dont get it  its not gonna kill u  unless ur poor but ur not so ur fine
0,@riandawson lol I forgot you were on japan time and was wondering why you were having soundcheck at 3am 
0,@SusanLambe ohh... I'd cull now-before you get to my 3/GB!! 
0,"@TimoJuuti cheers mate, glad you like it "
0,"is not looking forward to work in the morning, but that's okay, because I'm going to see No Doubt with Tedward Saturday. "
0,half a day at work then off to Wychwood 
0,Google Wave is generating a tidal wave of attention on the internet and on twitter. Get to work everybody! 
0,"Fun time at Nowhere tonight. Thanks V, F, and J for getting me home at a reasonable hour.  And E, thx for dinner... always awesome. ;-)"
0,@DHughesy ill be your friend 
0,@MabaleMoloi having space in your head....? This is not new Mabs.....you've always had bees in your head  me too btw
0,Ears are ringing 
0,@IndiaOnRails my pleasure!! 
0,#Phototip Look up! Don't forget to look up as there might be something really pretty up there. 
0,"Wild smoked salmon is awesome, but smoked sturgeon is heavenly. Mmmmmmm,....... "
0,just bumped into Wayne Brady outside KFM! coffee from cafe maxim is really great - a change from my usual jardine 
0,@I_Support_DemiL night 
0,Coloring in a drawing and watching family guy while my wife takes a bath. 
0,@AaronTheHobt you rock! Thanks mate  Feedback very welcome. Cheers!
0,@ettibowen D? H? Whaaaat? And I know you can't wait. You get to corrupt me and teach me how to not care about people! 
0,@butterapparel staying home tonight everynight.  make some more ladytees!
0,"#MrTweet I recommend @OliviaWilder because she has great friends and is generous about sharing them, very smart + real "
0,@moonblessed Happy birthday!  xxx
0,@JenniferBolin good night - hope you're back to yourself tomorrow 
0,@filmutopia It is sent. 
0,@craven_ thanks 
0,@WoWInsider Yep - Human Warlock is still my main from vanilla 
0,@nat137 Don't worry about it - you had many more important things to think about than just telling me what's going on! 
0,"Visiting my boyfriend, I really missed him!!!  He's such a nerd, has alot of video games and all that stuff, but I luv it! LOL! its cute!"
0,goodnight miami till tomorrow 
0,@runpaintrunrun it could be an interesting style to adopt... sadly wouldn't work unless everyone did it  Morning!
0,Watching in good company then going to bed.  night #yzf
0,Mmm peanut butter 
0,I CAN'T WAIT FOR THE POPCORN AWARDS.  I MEAN THE 2009 MTV MOVIE AWARDS. WAHAHA. :x 
0,"Guys, checkout ABC's #Wipeout! It's totally FUN! The BEST summer show!  [&quot;I survived Japanese Game Show&quot; is fun too but it's last year's]"
0,sometimes i rather enjoy the internet. like right now! 
0,as if i finish work @ 11. is that even allowd cauz im under 18..? i dont think it should be. 
0,@carlostabora your being a drunk tranny 
0,@sillycows I will 'mis' later on. Will try to stay blahhhh during ceremonies. Charging the iPod Touch now. 
0,"Looks like Hulu has their own desktop application now, Very nice  It seems like Hulu has come out of nowhere and is taking over TV "
0,"@lyfSaMistry Aybaybay! I'm still at home, in bed Ducks head in shame "
0,@tooonico You just watched my version of Miley Cyrus' The Climb.  Hahahaha stop laughing you're eating chocolates!!
0,OMFG Sharon Osbourne has Twitter!  I LAAAV HER.
0,A quick #Follow Friday @kickassmover he has a seminar tomorrow that you can sign up for if you're quick. crudelli.com  Be a ninja ;)
0,@blwbyrd thanks  just hope it lasts until I've got some free time :p
0,JOSH VARGAS IS A HATER! 
0,getting praised by the Quality Head and the CEO of CG India for the feat I &amp; couple others achieved is not a small thing!  Wat a moment!
0,@codypellerin how'd the bible study go? (the one where you said you were doing for a youth group) just curious 
0,"has a job and its great   Lovin the money, hating the town - such is life xx"
0,"Mumbai Pub Crawls by location with details like hangover potential, cost, route - http://tr.im/mLdd reminds me of @freegeek pubcrawls "
0,"@BOYWALT409 I know. Lol. I don't even think I'd know where to get some. And I'm at 421 anyway now, so the moment has passed. "
0,got her US visa approved today!!! PTL! 
0,@Big_Frame hey its cool...everyone is welcome! When you see us discussing just join on in! 
0,@Khushee yay for Friday!! The last 1.5hrs at work went forever hehe.  Happy cooking 
0,Oh well. Probably a wrong number. Hopefully. Whatever. They could call back if they want. Haha. 
0,@frogcooke Oah! Not real? Thanks! Didn't see your reply last Wednesday. Sorry. Eh.  Thankss
0,Just wondering what Rachel Nichols' natural hair color is. Will I ever find out 
0,I laaab Mufasa's voiceee!! Earl Jones on Will&amp;Grace!!! 
0,Avi Siwa will be in Cebu this weekend. Partying  http://plurk.com/p/wxo7k
0,@sarahdunlap Probably a good thing we're married then. 
0,@odaraia Thanks so much for the interview link - have made space in the day for it later  Have a great Friday.
0,TGIF!!!!  Very excited to see everyone at @Aurora_Boo 's grad party Saturday! 
0,"@if__fi ????, ???. ?? ??????? ????? ?? ?????? ??????????? "
0,@blctxt I'm good. Listening to music. Some a hot mess (from artists) and some great (from a producer)  How are you?
0,Still awake!  Some people are going to wake up to full inboxes in the morning. Ha! 
0,"@Piper_Piper ummm, I wanna party with yewwww tomoza! I'm buying you a couple of absinth shots for your b-day "
0,It's my birthday! 
0,a call out to mommies with toddlers! june 27 breastfeeding and beyond with attachment parenting lecture. interested? 
0,@xntrek Don't attempt to begin Sluggy Freelance tho. It took me years to catch up. But the the original Bun Bun in there is my idol 
0,off  to work but it is going to be a very nice ride this morning 
0,"@revealling haha, dont worry.. u'll be able to see them in about a month!  how's nizmo doing?"
0,"@MyLifeROI - I'm still up, just working on a post.  Still can't find my dang RSS feed!  You know, where you can manage it.   lol."
0,Going to work now. Almost 11:30pm.  I love my graveyard shift.  Got Jamie Foxx's  CD today so have something new to listen to.   Nite all
0,@Amber5677 You MUST wait! 
0,Should sleep.... but isn't tired even after the True Blood marathan we just had. 
0,@Emmybear Yay i love them modes  I find cleaning and deleting stuff all rather therapeutic
0,In heaven at 2 30 with a fresh bag of doritos. 
0,@MistressDragon hey missy! Long time no tweet  how have you been? Nah wasn't due to my hand. Stab wound not THAT bad. Lol.
0,@MajaPiraja are you looking for a home-based job? would you like to offer your services? please @ or DM me;I'll try to help you find work 
0,"@BrunoFigueiredo Simple, you change banks  Enjoy your new Mac!"
0,"@bomseh *Sigh* I could teach you a technique that is helpful, called 'Sleeping on your feet' and it works everywhere too "
0,watchin Chelsea lately how fun 
0,@IndianGuru thanks a zillion for recommendation! All credit goes to #Bengalooru Geek Junta on Twitter!! 
0,@IMLTY1_26 Thank you so much! has anyone ever told you that you are the shiznit!? 
0,@Hatz94 cool i sometimes watch it 
0,GDP growth at 5.8%....Nifty spiking up 80 points....any news is good news for market 
0,My best friend graduated with an associates and is going to nursing school!  I'm so proud of her 
0,@maupuia same here Mike see you then 
0,@patrickthepoet  It's a classic excuse.
0,"Just signed up at Twitter! Wooohooo! Oh, @ work as well "
0,@dlsbeauty welcome to twitter 
0,"@bailsebeth have fun at dave  i still have more than two weeks. but hey, he comes to my city two nights in a row. ohhh, the possibilties."
0,Haha i love the show the nanny 
0,@Commander_Cool both me and  @AZDACKS birthdays is Friday so your early 
0,@IndyBamagrl thank you 
0,&quot;maturity is only the control of one's imagination.&quot; .. pondrous chirring 
0,@KailuaTan Where'd you find it? How silly!   #tcot #teaparty #sgp #phn
0,. . .  May 29th - June 7th I'm in Italy  
0,Leaving for Cabo in a couple of days. I can't wait. This is going to be a great family vacation. Josh &amp; I are going on a shark dive 
0,@sharminjassal Yep   Was fab.
0,"Awoke with a headache - not good with another long day of work ahead... If the Nurofen bomb clears it a little, I will still swim "
0,@bronwen thanks for the bday wishes 
0,another sunny day? thank you mother nature. 
0,@ddlovato AWESOME!! Then I'll see you the next day in Kansas City!!  can't wait!!
0,@ITerant ???? ??? ??????? ? ??????? ?????? ?????????? ? USB. ???????? ????????? ??? ????? ????? 
0,@hjvanderklis Thanks a ton for the recommendation! Appreciate it! 
0,@mindywhite you played so good tonight. I wish i could have met you tho. Well let me kno when you go solo 
0,@raijap No way I'm doing it _alone_. That's why I'm asking if you're interested 
0,@ddlovato my brother tried to steal the REDBULL i'm saving for you.... sooo better hurry up and get to Australia 
0,sorry dadd m.c lol!!! nv again cross my heart!!! pwomis 
0,@craig_bucknall Thanks buddy- oi oi oi! 
0,"@samok I'm not the culprit of any pillow-case crimes, as far as I know.. I wanted to buy you rainbow-chip but they only had the pink kind "
0,happy birthday @tonifad! 
0,loves reading Spider-Man comics continuously. 
0,@brabakr that's quite dense 
0,@d2zone Huhu..gonna give twitting a rest this next 2 days but will be back with full force next Monday 
0,@downloadba thanks...I hope the sun comes out for you.... 
0,@SafariGuide Many thanks for the #travel #followfriday ! Always a pleasure to offer Australian travel tips and deals 
0,"@delbertmon lol, i did. thanks  what signs are you throwing up in your pic?"
0,@sammycocochanel lol goood  it just took me 40 minutes to fix up my history book ..
0,"@Miss_Melbourne wow, thx for the #FF, really kind "
0,"just got home,ate some doritos now watching fresh prince! nite loves "
0,"@bittenbefore thanks!! revital's moisturising &quot;action&quot; is great for me, but i'm still so tempted to try kose again anyway lol. "
0,Goodnight tweeties 
0,goodmorning 
0,@zydah you should have a readymade template then love 
0,@dhempe how r u sir? v havent talked much lately 
0,@damjanov An Officer and a Gentleman I thnk 
0,GOODNIGHT MY SEXII TWITTER FRENZ 
0,Getting the order for http://www.mybeachhousestyle.com/ ready for fridays delivery   happy our collars will be in such a pretty shop.
0,Celtic is 10 today 
0,@TresseBella all these Babies out here thats not a lie...lol they just dont want to take care of the baby.     ps follow me 
0,I have hellah bad eye sight. To the point where I can hardly read street signs--thats why I get lost 
0,last working day of the week ! Musical weekend 
0,and off we go. Have a nice day @everyone 
0,"@bradradke ahh yay!  Haha alright i will next time i'm on, if the dumb computer lets me "
0,it's friday  gonna go force myself to study homework for my test on monday. uggh! i just remembered the assignment. not cool. so not cool.
0,@joanneliyeng ur reply....very fast! 
0,"great tweeps, excellent convo tonight as we helped @pamslim celebrate her impromptu book tour start "
0,@JKnow73 @datachump thanks for surprising me this morning sean! i did a full double take whilst getting cawfeeeeeee.  safe travels!
0,@Silver_Craig not heard many Aussies then? 
